datetime,predicted count using random forest classifier
22-05-2011 18:00,335
22-05-2011 19:00,273
22-05-2011 20:00,244
22-05-2011 21:00,215
22-05-2011 22:00,111
22-05-2011 23:00,135
23-05-2011 00:00,26
23-05-2011 01:00,24
23-05-2011 02:00,63
23-05-2011 03:00,64
23-05-2011 04:00,61
23-05-2011 05:00,61
23-05-2011 06:00,71
23-05-2011 07:00,94
23-05-2011 08:00,115
23-05-2011 09:00,208
23-05-2011 10:00,276
23-05-2011 11:00,286
23-05-2011 12:00,286
23-05-2011 13:00,231
23-05-2011 14:00,233
23-05-2011 15:00,229
23-05-2011 16:00,222
23-05-2011 17:00,268
23-05-2011 18:00,281
23-05-2011 19:00,167
23-05-2011 20:00,260
23-05-2011 21:00,250
23-05-2011 22:00,79
23-05-2011 23:00,461
24-05-2011 00:00,208
24-05-2011 01:00,174
24-05-2011 02:00,208
24-05-2011 03:00,94
24-05-2011 04:00,33
24-05-2011 05:00,182
24-05-2011 06:00,245
24-05-2011 07:00,151
24-05-2011 08:00,198
24-05-2011 09:00,227
24-05-2011 10:00,262
24-05-2011 11:00,366
24-05-2011 12:00,322
24-05-2011 13:00,422
24-05-2011 14:00,481
24-05-2011 15:00,248
24-05-2011 16:00,347
24-05-2011 17:00,412
24-05-2011 18:00,211
24-05-2011 19:00,265
24-05-2011 20:00,179
24-05-2011 21:00,171
24-05-2011 22:00,186
24-05-2011 23:00,258
25-05-2011 00:00,153
25-05-2011 01:00,319
25-05-2011 02:00,81
25-05-2011 03:00,58
25-05-2011 04:00,70
25-05-2011 05:00,60
25-05-2011 06:00,58
25-05-2011 07:00,218
25-05-2011 08:00,218
25-05-2011 09:00,409
25-05-2011 10:00,560
25-05-2011 11:00,335
25-05-2011 12:00,432
25-05-2011 13:00,432
25-05-2011 14:00,450
25-05-2011 15:00,331
25-05-2011 16:00,325
25-05-2011 17:00,366
25-05-2011 18:00,262
25-05-2011 19:00,372
25-05-2011 20:00,341
25-05-2011 21:00,301
25-05-2011 22:00,289
25-05-2011 23:00,302
26-05-2011 00:00,302
26-05-2011 01:00,302
26-05-2011 02:00,125
26-05-2011 03:00,57
26-05-2011 04:00,66
26-05-2011 05:00,268
26-05-2011 06:00,94
26-05-2011 07:00,148
26-05-2011 08:00,259
26-05-2011 09:00,157
26-05-2011 10:00,281
26-05-2011 11:00,136
26-05-2011 12:00,558
26-05-2011 13:00,467
26-05-2011 14:00,467
26-05-2011 15:00,374
26-05-2011 16:00,419
26-05-2011 17:00,418
26-05-2011 18:00,364
26-05-2011 19:00,398
26-05-2011 20:00,292
26-05-2011 21:00,435
26-05-2011 22:00,238
26-05-2011 23:00,279
27-05-2011 00:00,184
27-05-2011 01:00,215
27-05-2011 02:00,301
27-05-2011 03:00,251
27-05-2011 04:00,166
27-05-2011 05:00,312
27-05-2011 06:00,117
27-05-2011 07:00,273
27-05-2011 08:00,263
27-05-2011 09:00,232
27-05-2011 10:00,247
27-05-2011 11:00,248
27-05-2011 12:00,282
27-05-2011 13:00,150
27-05-2011 14:00,368
27-05-2011 15:00,411
27-05-2011 16:00,239
27-05-2011 17:00,269
27-05-2011 18:00,222
27-05-2011 19:00,173
27-05-2011 20:00,195
27-05-2011 21:00,161
27-05-2011 22:00,103
27-05-2011 23:00,59
28-05-2011 00:00,57
28-05-2011 01:00,78
28-05-2011 02:00,100
28-05-2011 03:00,72
28-05-2011 04:00,111
28-05-2011 05:00,72
28-05-2011 06:00,184
28-05-2011 07:00,195
28-05-2011 08:00,137
28-05-2011 09:00,290
28-05-2011 10:00,265
28-05-2011 11:00,265
28-05-2011 12:00,241
28-05-2011 13:00,259
28-05-2011 14:00,227
28-05-2011 15:00,466
28-05-2011 16:00,420
28-05-2011 17:00,429
28-05-2011 18:00,276
28-05-2011 19:00,246
28-05-2011 20:00,265
28-05-2011 21:00,290
28-05-2011 22:00,149
28-05-2011 23:00,110
29-05-2011 00:00,187
29-05-2011 01:00,37
29-05-2011 02:00,19
29-05-2011 03:00,19
29-05-2011 04:00,14
29-05-2011 05:00,82
29-05-2011 06:00,175
29-05-2011 07:00,182
29-05-2011 08:00,198
29-05-2011 09:00,149
29-05-2011 10:00,166
29-05-2011 11:00,175
29-05-2011 12:00,240
29-05-2011 13:00,316
29-05-2011 14:00,186
29-05-2011 15:00,179
29-05-2011 16:00,186
29-05-2011 17:00,186
29-05-2011 18:00,192
29-05-2011 19:00,186
29-05-2011 20:00,248
29-05-2011 21:00,214
29-05-2011 22:00,74
29-05-2011 23:00,120
30-05-2011 00:00,94
30-05-2011 01:00,94
30-05-2011 02:00,94
30-05-2011 03:00,94
30-05-2011 04:00,99
30-05-2011 05:00,92
30-05-2011 06:00,88
30-05-2011 07:00,97
30-05-2011 08:00,185
30-05-2011 09:00,222
30-05-2011 10:00,403
30-05-2011 11:00,402
30-05-2011 12:00,434
30-05-2011 13:00,456
30-05-2011 14:00,499
30-05-2011 15:00,500
30-05-2011 16:00,508
30-05-2011 17:00,503
30-05-2011 18:00,506
30-05-2011 19:00,144
30-05-2011 20:00,346
30-05-2011 21:00,421
30-05-2011 22:00,262
30-05-2011 23:00,111
31-05-2011 00:00,87
31-05-2011 01:00,105
31-05-2011 02:00,83
31-05-2011 03:00,86
31-05-2011 04:00,150
31-05-2011 05:00,150
31-05-2011 06:00,58
31-05-2011 07:00,245
31-05-2011 08:00,281
31-05-2011 09:00,541
31-05-2011 10:00,282
31-05-2011 11:00,252
31-05-2011 12:00,273
31-05-2011 13:00,176
31-05-2011 14:00,196
31-05-2011 15:00,198
31-05-2011 16:00,192
31-05-2011 17:00,316
31-05-2011 18:00,424
31-05-2011 19:00,381
31-05-2011 20:00,381
31-05-2011 21:00,253
31-05-2011 22:00,327
31-05-2011 23:00,201
20-06-2011 00:00,149
20-06-2011 01:00,27
20-06-2011 02:00,27
20-06-2011 03:00,142
20-06-2011 04:00,127
20-06-2011 05:00,166
20-06-2011 06:00,124
20-06-2011 07:00,178
20-06-2011 08:00,239
20-06-2011 09:00,70
20-06-2011 10:00,70
20-06-2011 11:00,98
20-06-2011 12:00,283
20-06-2011 13:00,212
20-06-2011 14:00,309
20-06-2011 15:00,305
20-06-2011 16:00,237
20-06-2011 17:00,305
20-06-2011 18:00,280
20-06-2011 19:00,422
20-06-2011 20:00,302
20-06-2011 21:00,273
20-06-2011 22:00,205
20-06-2011 23:00,194
21-06-2011 00:00,278
21-06-2011 01:00,221
21-06-2011 02:00,142
21-06-2011 03:00,142
21-06-2011 04:00,161
21-06-2011 05:00,67
21-06-2011 06:00,67
21-06-2011 07:00,29
21-06-2011 08:00,236
21-06-2011 09:00,269
21-06-2011 10:00,239
21-06-2011 11:00,156
21-06-2011 12:00,146
21-06-2011 13:00,299
21-06-2011 14:00,395
21-06-2011 15:00,371
21-06-2011 16:00,440
21-06-2011 17:00,372
21-06-2011 18:00,257
21-06-2011 19:00,238
21-06-2011 20:00,347
21-06-2011 21:00,196
21-06-2011 22:00,155
21-06-2011 23:00,134
22-06-2011 00:00,77
22-06-2011 01:00,203
22-06-2011 02:00,71
22-06-2011 03:00,203
22-06-2011 04:00,40
22-06-2011 05:00,49
22-06-2011 06:00,93
22-06-2011 07:00,339
22-06-2011 08:00,419
22-06-2011 09:00,202
22-06-2011 10:00,472
22-06-2011 11:00,379
22-06-2011 12:00,190
22-06-2011 13:00,230
22-06-2011 14:00,502
22-06-2011 15:00,273
22-06-2011 16:00,416
22-06-2011 17:00,416
22-06-2011 18:00,323
22-06-2011 19:00,289
22-06-2011 20:00,205
22-06-2011 21:00,262
22-06-2011 22:00,118
22-06-2011 23:00,228
23-06-2011 00:00,225
23-06-2011 01:00,221
23-06-2011 02:00,221
23-06-2011 03:00,97
23-06-2011 04:00,187
23-06-2011 05:00,221
23-06-2011 06:00,221
23-06-2011 07:00,74
23-06-2011 08:00,146
23-06-2011 09:00,327
23-06-2011 10:00,442
23-06-2011 11:00,684
23-06-2011 12:00,260
23-06-2011 13:00,475
23-06-2011 14:00,292
23-06-2011 15:00,250
23-06-2011 16:00,353
23-06-2011 17:00,241
23-06-2011 18:00,258
23-06-2011 19:00,267
23-06-2011 20:00,136
23-06-2011 21:00,73
23-06-2011 22:00,213
23-06-2011 23:00,357
24-06-2011 00:00,152
24-06-2011 01:00,138
24-06-2011 02:00,138
24-06-2011 03:00,156
24-06-2011 04:00,146
24-06-2011 05:00,92
24-06-2011 06:00,46
24-06-2011 07:00,103
24-06-2011 08:00,136
24-06-2011 09:00,265
24-06-2011 10:00,206
24-06-2011 11:00,301
24-06-2011 12:00,265
24-06-2011 13:00,393
24-06-2011 14:00,443
24-06-2011 15:00,198
24-06-2011 16:00,241
24-06-2011 17:00,323
24-06-2011 18:00,381
24-06-2011 19:00,317
24-06-2011 20:00,338
24-06-2011 21:00,214
24-06-2011 22:00,215
24-06-2011 23:00,217
25-06-2011 00:00,396
25-06-2011 01:00,382
25-06-2011 02:00,293
25-06-2011 03:00,151
25-06-2011 04:00,151
25-06-2011 05:00,120
25-06-2011 06:00,205
25-06-2011 07:00,359
25-06-2011 08:00,341
25-06-2011 09:00,425
25-06-2011 10:00,399
25-06-2011 11:00,446
25-06-2011 12:00,569
25-06-2011 13:00,569
25-06-2011 14:00,427
25-06-2011 15:00,399
25-06-2011 16:00,471
25-06-2011 17:00,495
25-06-2011 18:00,425
25-06-2011 19:00,352
25-06-2011 20:00,314
25-06-2011 21:00,305
25-06-2011 22:00,352
25-06-2011 23:00,285
26-06-2011 00:00,59
26-06-2011 01:00,143
26-06-2011 02:00,281
26-06-2011 03:00,253
26-06-2011 04:00,261
26-06-2011 05:00,192
26-06-2011 06:00,192
26-06-2011 07:00,74
26-06-2011 08:00,59
26-06-2011 09:00,102
26-06-2011 10:00,297
26-06-2011 11:00,391
26-06-2011 12:00,550
26-06-2011 13:00,517
26-06-2011 14:00,495
26-06-2011 15:00,517
26-06-2011 16:00,493
26-06-2011 17:00,487
26-06-2011 18:00,379
26-06-2011 19:00,304
26-06-2011 20:00,205
26-06-2011 21:00,104
26-06-2011 22:00,283
26-06-2011 23:00,172
27-06-2011 00:00,215
27-06-2011 01:00,190
27-06-2011 02:00,118
27-06-2011 03:00,118
27-06-2011 04:00,116
27-06-2011 05:00,298
27-06-2011 06:00,382
27-06-2011 07:00,282
27-06-2011 08:00,120
27-06-2011 09:00,327
27-06-2011 10:00,243
27-06-2011 11:00,143
27-06-2011 12:00,327
27-06-2011 13:00,240
27-06-2011 14:00,206
27-06-2011 15:00,309
27-06-2011 16:00,221
27-06-2011 17:00,260
27-06-2011 18:00,169
27-06-2011 19:00,347
27-06-2011 20:00,47
27-06-2011 21:00,286
27-06-2011 22:00,23
27-06-2011 23:00,23
28-06-2011 00:00,192
28-06-2011 01:00,93
28-06-2011 02:00,222
28-06-2011 03:00,222
28-06-2011 04:00,93
28-06-2011 05:00,71
28-06-2011 06:00,156
28-06-2011 07:00,156
28-06-2011 08:00,31
28-06-2011 09:00,130
28-06-2011 10:00,428
28-06-2011 11:00,288
28-06-2011 12:00,328
28-06-2011 13:00,256
28-06-2011 14:00,291
28-06-2011 15:00,477
28-06-2011 16:00,303
28-06-2011 17:00,330
28-06-2011 18:00,556
28-06-2011 19:00,280
28-06-2011 20:00,261
28-06-2011 21:00,384
28-06-2011 22:00,222
28-06-2011 23:00,186
29-06-2011 00:00,230
29-06-2011 01:00,99
29-06-2011 02:00,102
29-06-2011 03:00,403
29-06-2011 04:00,284
29-06-2011 05:00,152
29-06-2011 06:00,64
29-06-2011 07:00,457
29-06-2011 08:00,389
29-06-2011 09:00,404
29-06-2011 10:00,455
29-06-2011 11:00,244
29-06-2011 12:00,223
29-06-2011 13:00,314
29-06-2011 14:00,368
29-06-2011 15:00,467
29-06-2011 16:00,304
29-06-2011 17:00,319
29-06-2011 18:00,298
29-06-2011 19:00,312
29-06-2011 20:00,402
29-06-2011 21:00,309
29-06-2011 22:00,432
29-06-2011 23:00,259
30-06-2011 00:00,203
30-06-2011 01:00,89
30-06-2011 02:00,336
30-06-2011 03:00,205
30-06-2011 04:00,447
30-06-2011 05:00,367
30-06-2011 06:00,231
30-06-2011 07:00,222
30-06-2011 08:00,304
30-06-2011 09:00,328
30-06-2011 10:00,699
30-06-2011 11:00,456
30-06-2011 12:00,253
30-06-2011 13:00,246
30-06-2011 14:00,259
30-06-2011 15:00,359
30-06-2011 16:00,324
30-06-2011 17:00,247
30-06-2011 18:00,357
30-06-2011 19:00,291
30-06-2011 20:00,291
30-06-2011 21:00,276
30-06-2011 22:00,474
30-06-2011 23:00,77
20-07-2011 00:00,65
20-07-2011 01:00,20
20-07-2011 02:00,20
20-07-2011 03:00,65
20-07-2011 04:00,36
20-07-2011 05:00,89
20-07-2011 06:00,288
20-07-2011 07:00,363
20-07-2011 08:00,211
20-07-2011 09:00,185
20-07-2011 10:00,220
20-07-2011 11:00,248
20-07-2011 12:00,174
20-07-2011 13:00,196
20-07-2011 14:00,190
20-07-2011 15:00,211
20-07-2011 16:00,242
20-07-2011 17:00,248
20-07-2011 18:00,414
20-07-2011 19:00,333
20-07-2011 20:00,671
20-07-2011 21:00,408
20-07-2011 22:00,430
20-07-2011 23:00,603
21-07-2011 00:00,467
21-07-2011 01:00,255
21-07-2011 02:00,255
21-07-2011 03:00,164
21-07-2011 04:00,190
21-07-2011 05:00,190
21-07-2011 06:00,190
21-07-2011 07:00,254
21-07-2011 08:00,352
21-07-2011 09:00,464
21-07-2011 10:00,384
21-07-2011 11:00,351
21-07-2011 12:00,235
21-07-2011 13:00,210
21-07-2011 14:00,300
21-07-2011 15:00,201
21-07-2011 16:00,240
21-07-2011 17:00,253
21-07-2011 18:00,184
21-07-2011 19:00,320
21-07-2011 20:00,460
21-07-2011 21:00,663
21-07-2011 22:00,334
21-07-2011 23:00,363
22-07-2011 00:00,376
22-07-2011 01:00,257
22-07-2011 02:00,354
22-07-2011 03:00,359
22-07-2011 04:00,353
22-07-2011 05:00,159
22-07-2011 06:00,351
22-07-2011 07:00,423
22-07-2011 08:00,296
22-07-2011 09:00,279
22-07-2011 10:00,252
22-07-2011 11:00,241
22-07-2011 12:00,222
22-07-2011 13:00,190
22-07-2011 14:00,297
22-07-2011 15:00,247
22-07-2011 16:00,394
22-07-2011 17:00,269
22-07-2011 18:00,306
22-07-2011 19:00,356
22-07-2011 20:00,242
22-07-2011 21:00,199
22-07-2011 22:00,279
22-07-2011 23:00,401
23-07-2011 00:00,218
23-07-2011 01:00,206
23-07-2011 02:00,317
23-07-2011 03:00,117
23-07-2011 04:00,336
23-07-2011 05:00,317
23-07-2011 06:00,353
23-07-2011 07:00,299
23-07-2011 08:00,410
23-07-2011 09:00,419
23-07-2011 10:00,469
23-07-2011 11:00,294
23-07-2011 12:00,311
23-07-2011 13:00,318
23-07-2011 14:00,343
23-07-2011 15:00,323
23-07-2011 16:00,315
23-07-2011 17:00,315
23-07-2011 18:00,369
23-07-2011 19:00,259
23-07-2011 20:00,358
23-07-2011 21:00,358
23-07-2011 22:00,273
23-07-2011 23:00,96
24-07-2011 00:00,96
24-07-2011 01:00,54
24-07-2011 02:00,168
24-07-2011 03:00,168
24-07-2011 04:00,54
24-07-2011 05:00,117
24-07-2011 06:00,310
24-07-2011 07:00,247
24-07-2011 08:00,323
24-07-2011 09:00,369
24-07-2011 10:00,368
24-07-2011 11:00,348
24-07-2011 12:00,356
24-07-2011 13:00,436
24-07-2011 14:00,366
24-07-2011 15:00,384
24-07-2011 16:00,384
24-07-2011 17:00,330
24-07-2011 18:00,414
24-07-2011 19:00,415
24-07-2011 20:00,419
24-07-2011 21:00,303
24-07-2011 22:00,125
24-07-2011 23:00,368
25-07-2011 00:00,391
25-07-2011 01:00,440
25-07-2011 02:00,201
25-07-2011 03:00,186
25-07-2011 04:00,193
25-07-2011 05:00,193
25-07-2011 06:00,122
25-07-2011 07:00,300
25-07-2011 08:00,420
25-07-2011 09:00,411
25-07-2011 10:00,174
25-07-2011 11:00,203
25-07-2011 12:00,203
25-07-2011 13:00,222
25-07-2011 14:00,118
25-07-2011 15:00,106
25-07-2011 16:00,73
25-07-2011 17:00,154
25-07-2011 18:00,196
25-07-2011 19:00,185
25-07-2011 20:00,328
25-07-2011 21:00,20
25-07-2011 22:00,20
25-07-2011 23:00,91
26-07-2011 00:00,155
26-07-2011 01:00,155
26-07-2011 02:00,120
26-07-2011 03:00,30
26-07-2011 04:00,181
26-07-2011 05:00,89
26-07-2011 06:00,100
26-07-2011 07:00,215
26-07-2011 08:00,368
26-07-2011 09:00,450
26-07-2011 10:00,530
26-07-2011 11:00,312
26-07-2011 12:00,387
26-07-2011 13:00,200
26-07-2011 14:00,202
26-07-2011 15:00,226
26-07-2011 16:00,358
26-07-2011 17:00,271
26-07-2011 18:00,247
26-07-2011 19:00,195
26-07-2011 20:00,246
26-07-2011 21:00,371
26-07-2011 22:00,238
26-07-2011 23:00,180
27-07-2011 00:00,46
27-07-2011 01:00,664
27-07-2011 02:00,381
27-07-2011 03:00,326
27-07-2011 04:00,459
27-07-2011 05:00,494
27-07-2011 06:00,457
27-07-2011 07:00,419
27-07-2011 08:00,501
27-07-2011 09:00,223
27-07-2011 10:00,246
27-07-2011 11:00,235
27-07-2011 12:00,423
27-07-2011 13:00,204
27-07-2011 14:00,332
27-07-2011 15:00,373
27-07-2011 16:00,490
27-07-2011 17:00,417
27-07-2011 18:00,355
27-07-2011 19:00,311
27-07-2011 20:00,540
27-07-2011 21:00,232
27-07-2011 22:00,271
27-07-2011 23:00,252
28-07-2011 00:00,208
28-07-2011 01:00,219
28-07-2011 02:00,246
28-07-2011 03:00,201
28-07-2011 04:00,267
28-07-2011 05:00,47
28-07-2011 06:00,106
28-07-2011 07:00,57
28-07-2011 08:00,299
28-07-2011 09:00,403
28-07-2011 10:00,488
28-07-2011 11:00,208
28-07-2011 12:00,262
28-07-2011 13:00,247
28-07-2011 14:00,300
28-07-2011 15:00,182
28-07-2011 16:00,264
28-07-2011 17:00,240
28-07-2011 18:00,277
28-07-2011 19:00,251
28-07-2011 20:00,401
28-07-2011 21:00,286
28-07-2011 22:00,302
28-07-2011 23:00,565
29-07-2011 00:00,262
29-07-2011 01:00,215
29-07-2011 02:00,186
29-07-2011 03:00,186
29-07-2011 04:00,162
29-07-2011 05:00,149
29-07-2011 06:00,120
29-07-2011 07:00,201
29-07-2011 08:00,364
29-07-2011 09:00,247
29-07-2011 10:00,203
29-07-2011 11:00,206
29-07-2011 12:00,234
29-07-2011 13:00,431
29-07-2011 14:00,287
29-07-2011 15:00,289
29-07-2011 16:00,215
29-07-2011 17:00,224
29-07-2011 18:00,206
29-07-2011 19:00,222
29-07-2011 20:00,216
29-07-2011 21:00,291
29-07-2011 22:00,384
29-07-2011 23:00,150
30-07-2011 00:00,304
30-07-2011 01:00,308
30-07-2011 02:00,323
30-07-2011 03:00,232
30-07-2011 04:00,279
30-07-2011 05:00,250
30-07-2011 06:00,247
30-07-2011 07:00,396
30-07-2011 08:00,399
30-07-2011 09:00,385
30-07-2011 10:00,391
30-07-2011 11:00,332
30-07-2011 12:00,361
30-07-2011 13:00,369
30-07-2011 14:00,348
30-07-2011 15:00,320
30-07-2011 16:00,402
30-07-2011 17:00,343
30-07-2011 18:00,318
30-07-2011 19:00,554
30-07-2011 20:00,232
30-07-2011 21:00,437
30-07-2011 22:00,247
30-07-2011 23:00,308
31-07-2011 00:00,308
31-07-2011 01:00,372
31-07-2011 02:00,239
31-07-2011 03:00,254
31-07-2011 04:00,115
31-07-2011 05:00,122
31-07-2011 06:00,235
31-07-2011 07:00,250
31-07-2011 08:00,370
31-07-2011 09:00,428
31-07-2011 10:00,344
31-07-2011 11:00,351
31-07-2011 12:00,311
31-07-2011 13:00,321
31-07-2011 14:00,316
31-07-2011 15:00,390
31-07-2011 16:00,383
31-07-2011 17:00,310
31-07-2011 18:00,466
31-07-2011 19:00,389
31-07-2011 20:00,389
31-07-2011 21:00,343
31-07-2011 22:00,161
31-07-2011 23:00,167
20-08-2011 00:00,54
20-08-2011 01:00,53
20-08-2011 02:00,101
20-08-2011 03:00,101
20-08-2011 04:00,114
20-08-2011 05:00,86
20-08-2011 06:00,97
20-08-2011 07:00,53
20-08-2011 08:00,78
20-08-2011 09:00,374
20-08-2011 10:00,323
20-08-2011 11:00,196
20-08-2011 12:00,250
20-08-2011 13:00,308
20-08-2011 14:00,424
20-08-2011 15:00,316
20-08-2011 16:00,397
20-08-2011 17:00,424
20-08-2011 18:00,323
20-08-2011 19:00,234
20-08-2011 20:00,242
20-08-2011 21:00,325
20-08-2011 22:00,196
20-08-2011 23:00,219
21-08-2011 00:00,196
21-08-2011 01:00,111
21-08-2011 02:00,224
21-08-2011 03:00,77
21-08-2011 04:00,120
21-08-2011 05:00,104
21-08-2011 06:00,99
21-08-2011 07:00,126
21-08-2011 08:00,178
21-08-2011 09:00,233
21-08-2011 10:00,124
21-08-2011 11:00,358
21-08-2011 12:00,376
21-08-2011 13:00,352
21-08-2011 14:00,294
21-08-2011 15:00,100
21-08-2011 16:00,189
21-08-2011 17:00,225
21-08-2011 18:00,156
21-08-2011 19:00,316
21-08-2011 20:00,230
21-08-2011 21:00,230
21-08-2011 22:00,274
21-08-2011 23:00,225
22-08-2011 00:00,65
22-08-2011 01:00,15
22-08-2011 02:00,151
22-08-2011 03:00,167
22-08-2011 04:00,206
22-08-2011 05:00,156
22-08-2011 06:00,129
22-08-2011 07:00,146
22-08-2011 08:00,146
22-08-2011 09:00,356
22-08-2011 10:00,389
22-08-2011 11:00,517
22-08-2011 12:00,326
22-08-2011 13:00,297
22-08-2011 14:00,279
22-08-2011 15:00,318
22-08-2011 16:00,279
22-08-2011 17:00,261
22-08-2011 18:00,381
22-08-2011 19:00,351
22-08-2011 20:00,493
22-08-2011 21:00,455
22-08-2011 22:00,585
22-08-2011 23:00,335
23-08-2011 00:00,430
23-08-2011 01:00,241
23-08-2011 02:00,221
23-08-2011 03:00,154
23-08-2011 04:00,320
23-08-2011 05:00,268
23-08-2011 06:00,109
23-08-2011 07:00,251
23-08-2011 08:00,85
23-08-2011 09:00,227
23-08-2011 10:00,303
23-08-2011 11:00,283
23-08-2011 12:00,310
23-08-2011 13:00,324
23-08-2011 14:00,360
23-08-2011 15:00,306
23-08-2011 16:00,376
23-08-2011 17:00,306
23-08-2011 18:00,370
23-08-2011 19:00,280
23-08-2011 20:00,247
23-08-2011 21:00,61
23-08-2011 22:00,336
23-08-2011 23:00,171
24-08-2011 00:00,336
24-08-2011 01:00,293
24-08-2011 02:00,268
24-08-2011 03:00,268
24-08-2011 04:00,131
24-08-2011 05:00,131
24-08-2011 06:00,326
24-08-2011 07:00,299
24-08-2011 08:00,237
24-08-2011 09:00,321
24-08-2011 10:00,153
24-08-2011 11:00,304
24-08-2011 12:00,298
24-08-2011 13:00,203
24-08-2011 14:00,203
24-08-2011 15:00,213
24-08-2011 16:00,262
24-08-2011 17:00,248
24-08-2011 18:00,460
24-08-2011 19:00,460
24-08-2011 20:00,295
24-08-2011 21:00,100
24-08-2011 22:00,177
24-08-2011 23:00,185
25-08-2011 00:00,390
25-08-2011 01:00,194
25-08-2011 02:00,194
25-08-2011 03:00,288
25-08-2011 04:00,240
25-08-2011 05:00,173
25-08-2011 06:00,138
25-08-2011 07:00,222
25-08-2011 08:00,253
25-08-2011 09:00,241
25-08-2011 10:00,310
25-08-2011 11:00,479
25-08-2011 12:00,479
25-08-2011 13:00,155
25-08-2011 14:00,235
25-08-2011 15:00,437
25-08-2011 16:00,149
25-08-2011 17:00,149
25-08-2011 18:00,126
25-08-2011 19:00,303
25-08-2011 20:00,256
25-08-2011 21:00,89
25-08-2011 22:00,36
25-08-2011 23:00,20
26-08-2011 00:00,111
26-08-2011 01:00,36
26-08-2011 02:00,104
26-08-2011 03:00,46
26-08-2011 04:00,28
26-08-2011 05:00,133
26-08-2011 06:00,28
26-08-2011 07:00,40
26-08-2011 08:00,284
26-08-2011 09:00,86
26-08-2011 10:00,79
26-08-2011 11:00,382
26-08-2011 12:00,508
26-08-2011 13:00,355
26-08-2011 14:00,208
26-08-2011 15:00,170
26-08-2011 16:00,454
26-08-2011 17:00,305
26-08-2011 18:00,222
26-08-2011 19:00,208
26-08-2011 20:00,80
26-08-2011 21:00,202
26-08-2011 22:00,208
26-08-2011 23:00,91
27-08-2011 00:00,142
27-08-2011 01:00,251
27-08-2011 02:00,51
27-08-2011 03:00,178
27-08-2011 04:00,178
27-08-2011 05:00,104
27-08-2011 06:00,104
27-08-2011 07:00,130
27-08-2011 08:00,95
27-08-2011 09:00,125
27-08-2011 10:00,217
27-08-2011 11:00,134
27-08-2011 12:00,180
27-08-2011 13:00,159
27-08-2011 14:00,120
27-08-2011 15:00,120
27-08-2011 16:00,120
27-08-2011 17:00,120
28-08-2011 07:00,92
28-08-2011 08:00,103
28-08-2011 09:00,281
28-08-2011 10:00,308
28-08-2011 11:00,260
28-08-2011 12:00,332
28-08-2011 13:00,443
28-08-2011 14:00,429
28-08-2011 15:00,428
28-08-2011 16:00,419
28-08-2011 17:00,566
28-08-2011 18:00,495
28-08-2011 19:00,297
28-08-2011 20:00,350
28-08-2011 21:00,133
28-08-2011 22:00,242
28-08-2011 23:00,160
29-08-2011 00:00,56
29-08-2011 01:00,186
29-08-2011 02:00,132
29-08-2011 03:00,186
29-08-2011 04:00,235
29-08-2011 05:00,170
29-08-2011 06:00,170
29-08-2011 07:00,190
29-08-2011 08:00,109
29-08-2011 09:00,195
29-08-2011 10:00,283
29-08-2011 11:00,217
29-08-2011 12:00,364
29-08-2011 13:00,240
29-08-2011 14:00,259
29-08-2011 15:00,474
29-08-2011 16:00,495
29-08-2011 17:00,265
29-08-2011 18:00,332
29-08-2011 19:00,332
29-08-2011 20:00,112
29-08-2011 21:00,252
29-08-2011 22:00,336
29-08-2011 23:00,277
30-08-2011 00:00,170
30-08-2011 01:00,159
30-08-2011 02:00,201
30-08-2011 03:00,124
30-08-2011 04:00,86
30-08-2011 05:00,144
30-08-2011 06:00,201
30-08-2011 07:00,235
30-08-2011 08:00,336
30-08-2011 09:00,280
30-08-2011 10:00,345
30-08-2011 11:00,414
30-08-2011 12:00,348
30-08-2011 13:00,229
30-08-2011 14:00,257
30-08-2011 15:00,267
30-08-2011 16:00,385
30-08-2011 17:00,699
30-08-2011 18:00,361
30-08-2011 19:00,145
30-08-2011 20:00,77
30-08-2011 21:00,269
30-08-2011 22:00,102
30-08-2011 23:00,102
31-08-2011 00:00,257
31-08-2011 01:00,257
31-08-2011 02:00,326
31-08-2011 03:00,143
31-08-2011 04:00,326
31-08-2011 05:00,129
31-08-2011 06:00,157
31-08-2011 07:00,124
31-08-2011 08:00,69
31-08-2011 09:00,160
31-08-2011 10:00,119
31-08-2011 11:00,328
31-08-2011 12:00,404
31-08-2011 13:00,213
31-08-2011 14:00,422
31-08-2011 15:00,422
31-08-2011 16:00,333
31-08-2011 17:00,271
31-08-2011 18:00,375
31-08-2011 19:00,363
31-08-2011 20:00,206
31-08-2011 21:00,181
31-08-2011 22:00,81
31-08-2011 23:00,45
20-09-2011 00:00,214
20-09-2011 01:00,157
20-09-2011 02:00,157
20-09-2011 03:00,177
20-09-2011 04:00,170
20-09-2011 05:00,219
20-09-2011 06:00,219
20-09-2011 07:00,157
20-09-2011 08:00,20
20-09-2011 09:00,22
20-09-2011 10:00,117
20-09-2011 11:00,117
20-09-2011 12:00,30
20-09-2011 13:00,20
20-09-2011 14:00,167
20-09-2011 15:00,255
20-09-2011 16:00,116
20-09-2011 17:00,279
20-09-2011 18:00,279
20-09-2011 19:00,44
20-09-2011 20:00,60
20-09-2011 21:00,60
20-09-2011 22:00,60
20-09-2011 23:00,60
21-09-2011 00:00,41
21-09-2011 01:00,69
